cb_id	courses_desc	create_time	courses_no
1f786f3fae7241189da266c93e7f738697602637	Psychological and Educational Resilience among Children and Youth (EDUC 256)	2017-02-12 22:48:40	0
b56068c5776199afabb619cbec043a513f617cd5	Organizing for Diversity: Opportunities and Challenges	2017-02-12 22:48:40	0
b56068c5776199afabb619cbec043a513f617cd5	Social Change Processes and Organizations, Stanford School of Education;	2017-02-12 22:48:40	0
b56068c5776199afabb619cbec043a513f617cd5	Leading Social Change: Cases in Educational Entrepreneurship	2017-02-12 22:48:40	0
b56068c5776199afabb619cbec043a513f617cd5	Organizing for Diversity, Graduate School of Business, Stanford.	2017-02-12 22:48:40	0
0cd13a771dbdc3351db4c5dcc9b3fe2a60fcc01e	Urban Youth and Their Institutions (Ed 179/279)	2017-02-12 22:48:40	0
0cd13a771dbdc3351db4c5dcc9b3fe2a60fcc01e	Policy Analysis in Education (Ed 221A); Macro and Micro Issues in Policy Analysis (221B)	2017-02-12 22:48:40	0
0cd13a771dbdc3351db4c5dcc9b3fe2a60fcc01e	CRC Research Practicum (ED 471X)	2017-02-12 22:48:40	0
c984608eb4afd18208c8ff2d6165134d8df62de2	Education and Inequality in American Culture (Ed 203X, 203Y)	2017-02-12 22:48:40	0
c984608eb4afd18208c8ff2d6165134d8df62de2	Culture and Learning (Ed 287)	2017-02-12 22:48:40	0
c984608eb4afd18208c8ff2d6165134d8df62de2	Technologies of the Mind (Ed 306C)	2017-02-12 22:48:40	0
c984608eb4afd18208c8ff2d6165134d8df62de2	Analysis of Social Interaction (Ed 321B)	2017-02-12 22:48:40	0
e91f22f35147e2a085651cd4168fef164ff0d39d	EDUC 246 A,B,C &D, Secondary Teaching Seminar (Practicum)	2017-02-12 22:48:40	0
e91f22f35147e2a085651cd4168fef164ff0d39d	EDUC 284,Teaching and Learning in Heterogeneous Classrooms	2017-02-12 22:48:40	0
15cae9e4e37ef449fdfc41a753c48c4b032d0f85	Economic Approaches to Education Policy Analysis (Ed 330x)	2017-02-12 22:48:40	0
15cae9e4e37ef449fdfc41a753c48c4b032d0f85	Economics of Education (Ed 220A, 220Y)	2017-02-12 22:48:40	0
15cae9e4e37ef449fdfc41a753c48c4b032d0f85	Workshop in the Economics of Education (Ed 314)	2017-02-12 22:48:40	0
15cae9e4e37ef449fdfc41a753c48c4b032d0f85	Advanced Topics in Quantitative Policy Analysis (Ed 339X)	2017-02-12 22:48:40	0
15cae9e4e37ef449fdfc41a753c48c4b032d0f85	Education Governance (Ed 226X)	2017-02-12 22:48:40	0
15cae9e4e37ef449fdfc41a753c48c4b032d0f85	Resource Allocation in Education (Ed 222)	2017-02-12 22:48:40	0
15cae9e4e37ef449fdfc41a753c48c4b032d0f85	Regression Analysis (Ed 250A)	2017-02-12 22:48:40	0
1ef93a00574d21647eb4c62ea3d64da6805daca6	ED246E: Elementary Teaching Seminar: Exploring Teaching	2017-02-12 22:48:40	0
1ef93a00574d21647eb4c62ea3d64da6805daca6	ED246F: Elementary Teaching Seminar: Curriculum and Year-round Planning	2017-02-12 22:48:40	0
1ef93a00574d21647eb4c62ea3d64da6805daca6	ED246G: Elementary Teaching Seminar: Assessment	2017-02-12 22:48:40	0
1ef93a00574d21647eb4c62ea3d64da6805daca6	ED246H: Elementary Teaching Seminar: The Educational Landscape for Teaching	2017-02-12 22:48:40	0
1ef93a00574d21647eb4c62ea3d64da6805daca6	ED103(A): Exploring Elementary Education: Introduction to Issues in Teaching and Learning	2017-02-12 22:48:40	0
1ef93a00574d21647eb4c62ea3d64da6805daca6	ED103(B): Exploring Elementary Education: Introduction to Issues in Schooling, Curriculum, and the Education of Diverse Learners	2017-02-12 22:48:40	0
1ef93a00574d21647eb4c62ea3d64da6805daca6	Qualitative Research Methods (Asst.)	2017-02-12 22:48:40	0
1ef93a00574d21647eb4c62ea3d64da6805daca6	The Principles of Learning for Teaching (Asst.)	2017-02-12 22:48:40	0
1ef93a00574d21647eb4c62ea3d64da6805daca6	Civil Rights, Education and Poverty Issues (Asst.)	2017-02-12 22:48:40	0
